dummy_entertainment,dummy_entertainmentleisurebusiness,dummy_jeanlucmlenchon,dummy_nikosaliagas,dummy_politicalfigures,dummy_soccer,hashtags_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,followers_count,impression_count
1,0,0,0,0,0,0,2,0,29,0,5991762,14345
1,0,0,0,0,0,0,0,1,42,0,5991762,49080
1,0,0,0,0,0,0,1,0,70,1,5991762,268459
1,0,0,0,0,0,0,0,0,53,3,5991762,57808
1,0,0,0,0,0,0,1,0,12,0,5991762,18584
1,0,0,0,0,0,0,0,1,71,1,5991762,25701
1,0,0,0,0,0,0,0,1,135,4,5991762,27964
1,0,0,0,0,0,0,1,0,30,0,5991762,3312
1,0,0,0,0,0,0,0,1,192,1,5991762,66576
1,0,0,0,0,0,0,0,0,116,3,5991762,80361
1,0,0,0,0,0,0,0,2,107,0,5991762,59452
1,0,0,0,0,0,0,0,0,74,1,5991762,149264
1,0,0,0,0,0,0,0,1,114,1,5991762,26410
1,0,0,0,0,0,0,0,1,67,0,5991762,56903
1,0,0,0,0,0,0,0,1,133,1,5991762,20873
1,0,0,0,0,0,0,0,1,110,1,5991762,60305
1,1,0,0,0,0,0,0,0,120,1,5991762,38837
1,0,0,0,0,0,0,1,0,23,0,5991762,24057
1,0,0,0,0,0,0,0,1,110,2,5991762,96897
1,0,0,0,0,0,0,1,0,19,0,5991762,19072
1,0,0,0,0,0,0,1,0,19,0,5991762,28212
1,0,0,0,0,0,0,0,1,131,2,5991762,83637
1,0,0,0,0,0,0,0,1,115,2,5991762,64209
1,0,0,0,0,0,0,0,1,192,1,5991762,62624
1,0,0,0,0,0,1,0,0,210,4,5991762,29083
1,0,0,0,0,0,0,1,0,95,1,5991762,47614
1,0,0,0,0,0,0,3,0,72,0,5991762,284
0,0,0,0,0,0,0,1,0,57,1,5991762,7490
0,0,0,0,0,0,0,1,0,66,0,5991762,20606
1,0,0,0,0,0,1,0,1,182,3,5991762,60482
1,0,0,0,0,0,0,1,0,34,0,5991762,23760
1,0,0,0,0,0,0,1,0,7,0,5991762,18860
1,0,0,0,0,0,0,0,1,60,0,5991762,58585
0,0,0,0,0,0,0,1,0,101,1,5991762,156743
0,0,0,0,0,0,0,1,0,18,0,5991762,15291
1,0,0,0,0,0,0,1,0,12,0,5991762,29316
0,0,0,0,1,0,0,1,1,170,0,824356,42687
1,1,0,0,0,0,1,1,0,225,1,824356,6152
0,0,0,0,0,0,0,1,0,21,0,531491,131
0,0,0,0,0,0,0,1,0,37,0,531491,5727
0,0,0,0,0,0,0,1,0,26,0,531491,146
0,0,0,0,0,0,0,8,0,126,0,531491,1158
0,0,0,0,0,0,1,2,0,95,1,531491,26565
0,0,0,0,0,0,0,3,0,45,0,531491,184
0,0,0,0,0,0,0,3,0,48,0,531491,151
0,0,0,0,0,0,0,3,0,75,0,531491,151
0,0,0,0,0,0,0,3,0,69,0,531491,162
0,0,0,0,0,0,0,2,0,44,0,531491,458
0,0,0,0,0,0,0,2,0,45,0,531491,399
0,0,0,0,0,0,0,2,0,54,0,531491,135
0,0,0,0,0,0,1,2,0,62,0,531491,1649
0,0,0,0,0,0,0,3,0,51,0,531491,477
0,0,0,0,0,0,1,10,0,162,0,531491,729
0,0,0,0,0,0,0,3,0,64,0,531491,131
0,0,0,0,0,0,0,3,0,57,0,531491,111
0,0,0,0,0,0,0,2,0,62,0,531491,11728
0,0,0,0,0,0,0,3,0,46,0,531491,536
0,0,0,0,0,0,0,2,1,128,1,531491,41869
0,0,0,0,0,0,0,4,0,129,0,531491,4689
0,0,0,0,0,0,0,2,0,44,0,531491,413
0,0,0,0,0,0,0,1,0,53,0,531491,1022
0,0,0,0,0,0,0,1,0,57,0,531491,7275
0,0,0,0,0,0,0,2,0,64,0,531491,1775
0,0,0,0,0,0,0,2,0,35,0,531491,182
0,0,0,0,0,0,1,1,0,59,0,531491,1207
0,0,0,0,0,0,0,2,0,24,0,531491,340
0,0,0,0,0,0,0,2,0,49,0,531491,1327
0,0,0,0,0,0,0,2,0,53,0,531491,827
0,0,0,0,0,0,0,2,0,37,0,531491,107
0,0,0,0,0,0,0,1,0,9,0,531491,487
0,0,0,0,0,0,0,1,0,97,0,531491,21006
0,0,0,0,0,0,0,1,0,46,0,531491,163
0,0,0,0,0,0,0,1,0,69,0,531491,3783
0,0,0,0,0,0,1,2,0,128,0,531491,784
0,0,0,0,0,0,0,1,0,27,0,531491,493
0,0,0,0,0,0,0,1,0,50,0,531491,139
0,0,0,0,0,0,0,1,0,28,0,531491,853
0,0,0,0,0,0,0,1,0,20,0,531491,13641
0,0,0,0,0,0,0,0,0,55,1,531491,13553
0,0,0,0,0,0,0,1,0,14,0,531491,3850
0,0,0,0,0,0,0,4,0,125,0,531491,922
0,0,0,0,0,1,0,1,0,18,0,531491,1841
0,0,0,0,0,0,0,3,0,46,0,531491,1076
0,0,0,0,0,0,0,4,0,82,0,531491,166
0,1,0,0,0,0,4,2,1,172,0,531491,7172
0,0,0,0,0,0,0,3,0,75,0,531491,1733
0,0,0,0,0,0,0,1,0,12,0,531491,14899
0,1,0,0,0,0,0,7,0,109,1,531491,149
0,0,0,0,0,1,0,1,0,50,0,531491,42132
0,0,0,0,0,0,0,0,1,50,0,531491,6660
0,0,0,0,0,0,2,1,1,126,0,531491,9591
0,0,0,0,0,0,0,3,1,176,0,531491,11516
0,1,0,0,0,0,4,1,1,189,0,531491,7252
0,0,0,0,0,0,1,3,1,233,0,531491,10530
0,0,0,0,0,0,0,0,1,50,0,531491,6558
0,0,0,0,0,0,0,0,1,50,0,531491,6027
0,0,0,0,0,0,7,1,1,156,0,531491,6005
0,0,0,0,0,0,0,1,0,32,0,531491,5761
0,0,0,0,0,0,0,0,1,50,0,531491,6583
0,0,0,0,0,0,0,0,1,50,0,531491,14150
0,1,0,0,0,0,0,2,0,50,0,531491,26008
0,1,0,0,0,0,1,3,0,94,0,531491,47425
0,1,0,0,0,0,4,2,1,184,0,531491,10270
0,1,0,0,0,0,4,2,1,123,0,531491,6260
0,0,0,0,0,0,0,1,0,15,0,531491,4030
0,1,0,0,0,0,4,9,0,277,0,531491,21152
0,0,0,0,0,0,0,3,0,84,0,531491,8168
0,0,0,0,0,0,0,1,0,88,0,531491,4766
0,0,0,0,0,0,0,1,0,13,0,531491,3053
0,0,0,0,0,0,0,0,1,50,0,531491,6549
1,0,0,0,0,0,0,0,1,50,0,531491,8345
0,1,0,0,0,0,6,2,1,209,0,531491,7819
0,1,0,0,0,0,1,3,0,49,0,531491,5114
0,0,0,0,0,0,0,0,1,50,0,531491,4200
0,0,0,0,0,0,0,0,1,50,0,531491,4851
0,0,0,0,0,0,0,1,0,52,1,531491,25850
0,0,0,0,0,0,0,1,0,21,0,531491,5052
0,0,0,0,0,0,0,1,0,57,0,531491,15953
0,1,0,0,0,0,6,2,1,234,0,531491,4845
0,0,0,0,0,0,1,1,1,177,0,531491,13249
0,0,0,0,0,0,1,1,1,164,0,531491,6213
0,1,0,0,0,0,5,2,1,191,0,531491,54769
0,0,0,0,0,0,0,1,0,21,0,531491,4225
0,0,0,0,0,0,0,0,1,50,0,531491,3864
0,1,0,0,0,0,2,1,1,169,0,531491,9666
0,1,0,0,0,0,3,1,1,155,0,531491,3562
0,0,0,0,0,0,0,1,0,18,0,531491,23417
0,1,0,0,0,0,2,2,1,164,0,531491,10612
0,1,0,0,0,0,3,1,1,140,0,531491,5568
0,0,0,0,0,0,1,0,1,254,0,531491,23542
0,0,0,0,0,0,3,2,1,194,0,531491,7111
0,0,0,0,0,0,0,4,0,66,0,531491,2116
0,0,0,0,0,0,0,1,0,29,0,531491,5364
0,0,0,0,0,0,0,1,0,41,0,531491,104673
0,0,0,0,0,0,0,0,1,50,0,531491,2676
0,0,0,0,0,1,3,1,0,107,0,531491,178048
0,1,0,0,0,0,3,1,1,171,0,531491,4856
0,0,0,0,0,1,1,0,0,183,1,450951,1882
0,0,0,0,0,1,1,0,0,59,0,450951,2637
0,0,0,0,0,1,1,0,0,89,1,450951,2992
0,0,0,0,0,1,1,0,0,123,1,450951,4666
0,0,0,0,0,1,1,0,0,56,1,450951,5151
0,0,0,0,0,1,1,0,0,145,1,450951,7863
0,0,0,0,0,1,1,0,0,80,0,450951,8284
0,0,0,0,0,1,1,0,0,51,0,450951,8188
0,0,0,0,0,1,1,0,0,85,1,450951,8405
0,0,0,0,0,1,1,0,0,46,0,450951,16129
0,0,0,0,0,1,1,0,0,77,1,450951,21547
0,0,0,0,0,1,1,0,0,70,1,450951,11445
0,0,0,0,0,1,2,0,1,129,1,450951,11097
0,0,0,0,0,1,2,0,0,109,1,450951,25460
0,0,0,0,0,1,1,0,0,135,1,450951,15366
0,0,0,0,0,1,1,1,0,144,1,450951,25687
0,0,0,0,0,1,0,1,0,50,0,450951,19479
0,0,0,0,0,1,1,0,0,41,0,450951,32281
0,0,0,0,0,1,1,0,0,120,1,450951,127382
0,0,0,0,0,1,1,1,0,75,0,450951,19162
0,0,0,0,0,1,1,0,0,64,1,450951,55702
0,0,0,0,0,1,1,0,0,70,1,450951,16738
0,0,0,0,0,1,1,0,0,42,0,450951,82799
0,0,0,0,0,1,1,0,0,74,1,450951,20126
0,0,0,0,0,1,1,0,0,40,0,450951,43281
0,0,0,0,0,1,1,0,0,115,1,450951,18302
0,0,0,0,0,1,1,0,0,39,0,450951,26324
0,0,0,0,0,1,1,0,0,102,0,450951,10752
0,0,0,0,0,1,1,0,0,57,1,450951,11982
0,0,0,0,0,1,1,1,0,123,1,450951,21964
0,0,0,0,0,1,1,0,0,77,1,450951,11084
0,0,0,0,0,1,1,1,0,108,0,450951,10284
0,0,0,0,0,1,1,0,0,85,0,450951,13729
0,0,0,0,0,1,1,0,0,97,0,450951,10512
0,0,0,0,0,1,1,0,0,46,0,450951,11599
0,0,0,0,0,1,1,1,0,86,0,450951,10072
0,0,0,0,0,1,1,2,0,170,0,450951,13479
0,0,0,0,0,1,1,1,0,88,0,450951,9151
0,0,0,0,0,1,1,0,0,82,1,450951,55202
0,0,0,0,0,1,1,1,0,177,0,450951,11891
0,0,0,0,0,1,1,0,0,77,1,450951,11112
0,0,0,0,0,1,1,0,0,47,1,450951,15226
0,0,0,0,0,1,1,0,0,57,2,450951,12116
0,0,0,0,0,1,1,0,0,49,2,450951,24074
0,0,0,0,0,1,1,0,0,70,1,450951,153059
0,0,0,0,0,1,1,0,0,36,2,450951,32046
0,0,0,0,0,1,1,1,0,55,2,450951,11019
0,0,0,0,0,1,1,0,0,65,1,450951,15266
0,0,0,0,0,1,1,1,0,113,0,450951,13924
0,0,0,0,0,1,1,1,0,117,1,450951,26862
0,0,0,0,0,1,1,1,0,119,1,450951,14807
0,0,0,0,0,1,1,0,0,66,1,450951,50799
0,0,0,0,0,1,0,2,0,230,1,450951,34451
0,0,0,0,0,1,1,1,0,107,3,450951,17016
0,0,0,0,0,1,0,0,0,92,1,450951,18387
0,0,0,0,0,1,0,1,0,82,0,450951,9848
0,0,0,0,0,1,1,1,0,75,0,450951,12386
0,0,0,0,0,1,2,4,0,236,1,450951,6099
0,0,0,0,0,1,2,4,0,268,1,450951,18525
0,0,0,0,0,1,2,2,0,290,1,450951,10767
0,0,0,0,0,1,2,2,0,244,0,450951,35396
0,0,0,0,0,1,1,0,0,96,1,450951,19854
0,0,0,0,0,1,0,0,1,329,1,450951,355931
0,0,0,0,0,1,1,0,0,25,0,450951,27506
0,0,0,0,0,1,1,0,0,42,0,450951,33058
1,1,0,0,0,1,1,0,0,129,1,450951,74290
0,0,0,0,0,1,1,0,0,69,0,450951,26014
0,0,0,0,0,1,1,0,0,73,1,450951,12684
0,0,0,0,0,1,1,0,0,53,0,450951,12297
1,1,0,0,0,1,1,0,0,72,1,450951,14210
0,0,0,0,0,1,1,1,0,114,0,450951,10001
0,0,0,0,0,1,1,0,0,75,0,450951,11508
0,0,0,0,0,1,1,1,0,73,0,450951,12370
0,0,0,0,0,1,1,0,0,66,1,450951,12442
0,0,0,0,0,1,1,0,0,72,1,450951,22395
0,0,0,0,0,1,1,0,0,79,0,450951,11839
0,0,0,0,0,1,1,0,0,93,1,450951,14692
1,1,0,0,0,1,1,0,0,161,1,450951,27034
0,0,0,0,0,1,1,0,0,72,1,450951,11308
0,0,0,0,0,1,1,0,0,81,0,450951,23068
0,0,0,0,0,1,1,0,0,92,1,450951,13657
1,1,0,0,0,1,1,1,0,108,0,450951,17371
0,0,0,0,0,1,1,0,0,50,0,450951,31309
0,0,0,0,0,1,1,0,0,45,0,450951,14824
0,0,0,0,0,1,1,0,0,47,1,450951,12258
0,0,0,0,0,1,1,1,0,92,0,450951,10137
0,0,0,0,0,1,1,1,0,76,0,450951,13398
0,0,0,0,0,1,1,1,0,97,0,450951,8948
1,1,0,0,0,1,1,2,0,135,0,450951,9022
0,0,0,0,0,1,1,0,0,70,1,450951,13739
0,0,0,0,0,1,1,0,0,66,1,450951,10289
0,0,0,0,0,1,1,0,0,63,2,450951,14369
0,0,0,0,0,1,1,0,0,40,0,450951,9961
0,0,0,0,0,1,1,0,0,49,1,450951,18200
0,0,0,0,0,1,1,0,0,57,1,450951,67268
1,1,0,0,0,1,1,0,0,69,2,450951,18296
0,0,0,0,0,1,1,0,0,38,1,450951,7849
0,0,0,0,0,1,1,0,0,36,1,450951,15889
0,0,0,0,0,1,1,0,0,59,2,450951,13574
0,0,0,0,0,1,1,0,0,45,2,450951,23299
0,0,0,0,0,1,1,0,0,64,0,450951,12210
0,0,0,0,0,1,1,0,0,145,1,450951,41835
0,0,0,0,0,1,2,0,0,77,0,450951,10841
0,0,0,0,0,1,1,0,0,80,1,450951,44516
0,0,0,0,0,1,1,1,0,114,0,450951,11257
0,0,0,0,0,1,1,1,0,113,1,450951,34146
1,1,0,0,0,1,0,1,0,162,0,450951,15910
1,1,0,0,0,1,0,1,0,117,0,450951,133392
0,0,0,0,0,1,1,1,0,229,0,450951,14176
0,0,0,0,0,1,2,0,0,108,0,450951,12076
0,0,0,0,0,1,0,0,0,84,1,450951,62154
0,0,0,0,0,1,1,0,0,50,1,450951,13822
0,0,0,0,0,1,0,0,0,276,1,450951,17145
0,0,0,0,0,1,0,0,0,39,2,450951,18427
1,1,0,0,0,1,0,1,0,195,1,450951,23258
0,0,0,0,0,1,0,1,0,88,1,450951,27796
0,0,0,0,0,1,1,1,0,139,1,450951,41554
0,0,0,0,0,1,1,1,0,104,1,450951,44993
0,0,0,0,0,1,1,1,0,112,1,450951,37606
0,0,0,0,0,1,0,0,0,255,1,450951,17989
0,0,0,0,0,1,1,1,0,154,1,450951,37551
1,1,0,0,0,1,0,1,0,167,1,450951,22215
0,0,0,0,0,1,2,2,0,145,1,450951,30763
0,0,0,0,0,1,0,2,0,226,0,450951,8709
0,0,0,0,0,1,0,1,0,204,0,450951,24247
0,0,0,0,0,1,1,0,0,108,1,450951,20890
0,0,0,0,0,1,0,0,1,50,1,450951,80527
0,0,0,0,0,1,0,1,0,75,1,450951,113007
1,1,0,0,0,1,1,1,0,103,0,450951,21165
1,1,0,0,0,1,1,2,0,174,1,450951,68410
0,0,0,0,0,1,1,3,0,125,1,450951,71290
0,0,0,0,0,1,1,2,0,117,1,450951,21493
0,0,0,0,0,1,1,0,0,88,0,450951,24431
0,0,0,0,0,1,1,0,0,43,1,450951,38524
0,0,0,0,0,1,1,1,0,61,0,450951,18109
1,1,0,0,0,1,1,0,0,114,1,450951,176424
0,0,0,0,0,1,1,1,0,65,0,450951,23340
0,0,0,0,0,1,1,0,0,65,1,450951,18872
1,1,0,0,0,1,1,0,0,124,1,450951,24285
0,0,0,0,0,1,1,0,0,65,1,450951,14298
0,0,0,0,0,1,1,1,0,104,0,450951,13685
0,0,0,0,0,1,1,0,0,85,1,450951,19745
0,0,0,0,0,1,1,0,0,46,1,450951,17463
0,0,0,0,0,1,1,0,0,50,0,450951,13855
1,1,0,0,0,1,1,2,0,119,0,450951,12234
0,0,0,0,0,1,1,0,0,67,1,450951,79087
0,0,0,0,0,1,1,0,0,95,1,450951,13588
1,1,0,0,0,1,1,0,0,159,1,450951,31736
0,0,0,0,0,1,1,0,0,64,1,450951,70218
0,0,0,0,0,1,1,1,0,98,1,450951,23596
0,0,0,0,0,1,1,1,0,77,0,450951,17991
0,0,0,0,0,1,1,0,0,69,0,450951,17892
0,0,0,0,0,1,1,0,0,96,0,450951,14769
0,0,0,0,0,1,1,0,0,84,1,450951,34079
0,0,0,0,0,1,1,0,0,68,1,450951,21970
0,0,0,0,0,1,1,0,0,52,1,450951,15620
0,0,0,0,0,1,1,0,0,36,1,450951,14441
0,0,0,0,0,1,2,0,0,77,1,450951,168378
0,0,0,0,0,1,1,0,0,36,1,450951,11284
1,1,0,0,0,1,1,0,0,86,1,450951,29799
0,0,0,0,0,1,1,0,0,52,1,450951,23315
0,0,0,0,0,1,2,0,0,76,0,450951,14292
0,0,0,0,0,1,1,1,0,121,0,450951,12962
0,0,0,0,0,1,1,1,0,120,1,450951,35106
0,0,0,0,0,1,1,0,0,84,1,450951,38876
0,0,0,0,0,1,1,0,0,121,0,450951,19875
0,0,0,0,0,1,2,0,0,107,0,450951,13670
0,0,0,0,0,1,0,0,0,68,3,450951,15386
0,0,0,0,0,1,0,0,0,41,2,450951,14328
0,0,0,0,0,1,0,1,0,115,1,450951,19436
0,0,0,0,0,1,0,0,0,189,1,450951,23516
0,0,0,0,0,1,0,0,0,199,1,450951,18313
0,0,0,0,0,1,0,0,0,206,1,450951,29871
0,0,0,0,0,1,0,0,0,245,1,450951,15511
0,0,0,0,0,1,0,1,0,168,1,450951,30103
0,0,0,0,0,1,0,0,0,217,2,450951,17743
0,0,0,0,0,1,0,1,0,185,1,450951,21505
0,0,0,0,0,1,0,0,0,26,3,450951,13352
0,0,0,0,0,1,0,0,0,46,3,450951,14923
0,0,0,0,0,1,1,0,0,52,2,450951,22141
0,0,0,0,0,1,0,2,0,252,1,450951,28465
0,0,0,0,0,1,1,3,1,211,1,450951,12676
0,0,0,0,0,1,0,0,0,222,1,450951,19229
0,0,0,0,0,1,0,1,2,220,0,450951,16707
0,0,0,0,0,1,0,0,0,191,1,450951,21758
0,0,0,0,0,1,0,1,0,150,1,450951,31567
0,0,0,0,0,1,0,0,0,219,1,450951,23880
1,1,0,0,0,1,1,0,0,164,0,450951,17540
1,1,0,0,0,1,0,0,0,258,1,450951,21671
0,0,0,0,0,1,0,0,0,49,4,450951,12667
0,0,0,0,0,1,0,0,0,47,4,450951,13677
0,0,0,0,0,1,0,0,0,42,4,450951,7922
0,0,0,0,0,1,0,0,0,71,4,450951,5665
1,1,0,0,0,1,0,0,0,137,1,450951,34214
0,0,0,0,0,1,0,0,0,217,1,450951,34118
1,1,0,0,0,1,1,0,0,126,0,450951,17240
1,1,0,0,0,1,1,0,0,155,1,450951,25539
1,1,0,0,0,1,0,0,0,114,1,450951,65413
0,0,0,0,0,1,1,0,0,55,1,450951,28575
1,1,0,0,0,1,1,0,0,123,1,450951,25460
0,0,0,0,0,1,2,0,0,65,1,450951,32273
1,1,0,0,0,1,1,0,0,120,1,450951,96309
1,1,0,0,0,1,2,0,0,118,0,450951,43906
0,0,0,0,0,1,2,0,0,99,0,450951,17860
0,0,0,0,0,1,2,0,0,124,0,450951,22722
0,0,0,0,0,1,2,0,0,96,0,450951,13723
0,0,0,0,0,1,2,0,0,102,0,450951,16946
0,0,0,0,0,1,2,0,0,81,0,450951,13468
0,0,0,0,0,1,2,0,0,103,0,450951,15631
0,0,0,0,0,1,2,0,0,79,0,450951,13401
0,0,0,0,0,1,2,0,0,92,0,450951,14396
0,0,0,0,0,1,2,0,0,80,0,450951,11379
0,0,0,0,0,1,2,0,0,92,0,450951,13431
0,0,0,0,0,1,2,0,0,93,0,450951,16286
0,0,0,0,0,1,2,0,0,109,0,450951,14395
0,0,0,0,0,1,2,0,0,72,0,450951,11475
0,0,0,0,0,1,2,0,0,97,0,450951,13183
0,0,0,0,0,1,2,0,0,106,1,450951,17372
0,0,0,0,0,1,2,0,0,95,1,450951,43509
1,1,0,0,0,1,2,0,0,141,1,450951,14847
0,0,0,0,0,1,2,0,0,98,1,450951,17510
0,0,0,0,0,1,2,0,0,99,1,450951,47533
1,1,0,0,0,1,2,0,0,183,1,450951,15173
0,0,0,0,0,1,2,0,0,95,1,450951,26653
0,0,0,0,0,1,2,0,0,56,0,450951,26071
0,0,0,0,0,1,2,0,0,94,0,450951,12871
0,0,0,0,0,1,2,0,0,61,0,450951,35998
0,0,0,0,0,1,2,0,0,94,0,450951,18346
1,1,0,0,0,1,1,0,0,190,0,450951,31571
0,0,0,0,0,1,0,1,1,118,0,450951,36788
1,1,0,0,0,1,1,0,0,119,1,450951,140379
0,0,0,0,0,1,1,0,0,76,0,450951,22042
0,0,0,0,0,1,1,0,0,72,1,450951,19280
0,0,0,0,0,1,1,0,0,76,0,450951,13397
0,0,0,0,0,1,1,0,0,82,1,450951,16887
0,0,0,0,0,1,1,0,0,103,0,450951,14682
0,0,0,0,0,1,1,0,0,125,1,450951,15095
0,0,0,0,0,1,1,1,0,58,0,450951,12010
0,0,0,0,0,1,1,0,0,81,0,450951,12974
0,0,0,0,0,1,1,0,0,74,1,450951,21133
0,0,0,0,0,1,1,0,0,57,1,450951,13864
1,1,0,0,0,1,1,0,0,135,1,450951,41521
0,0,0,0,0,1,1,0,0,136,1,450951,29476
0,0,0,0,0,1,1,0,0,59,0,450951,16437
0,0,0,0,0,1,1,0,0,87,0,450951,16561
0,0,0,0,0,1,1,0,0,50,0,450951,15723
0,0,0,0,0,1,2,0,0,106,1,450951,14708
0,0,0,0,0,1,0,1,0,80,0,450951,19442
0,0,0,0,0,1,1,0,0,36,1,450951,16310
0,0,0,0,0,1,2,0,0,68,1,450951,66938
0,0,0,0,0,1,1,0,0,38,1,450951,14691
0,0,0,0,0,1,1,0,0,35,1,450951,10498
0,0,0,0,0,1,1,0,0,58,1,450951,19063
0,0,0,0,0,1,1,0,0,68,0,450951,13208
0,0,0,0,0,1,2,0,0,79,0,450951,10630
0,0,0,0,0,1,1,0,0,180,0,450951,58029
0,0,0,0,0,1,1,1,0,120,1,450951,27051
0,0,0,0,0,1,1,0,0,81,1,450951,70787
0,0,0,0,0,1,0,0,0,64,1,450951,19483
0,0,0,0,0,1,1,1,0,104,4,450951,15683
1,1,0,0,0,1,1,0,0,285,1,450951,101517
1,1,0,0,1,1,0,0,0,229,1,450951,18270
1,1,0,0,0,1,0,1,1,225,0,450951,28048
1,1,0,0,0,1,0,0,0,103,1,450951,84326
0,0,0,0,0,1,1,0,0,174,0,450951,22959
0,0,0,0,0,1,0,1,0,149,1,450951,34487
0,0,0,0,0,1,2,0,0,110,0,450951,13833
0,0,0,0,0,1,1,0,0,93,1,450951,15436
0,0,0,0,0,1,1,1,0,103,1,450951,36637
0,0,0,0,0,1,1,0,0,54,1,450951,53958
0,0,0,0,0,1,1,1,0,131,1,450951,35440
0,0,0,0,0,1,0,1,0,279,0,450951,16464
0,0,0,0,0,1,0,0,0,55,1,450951,53227
0,0,0,0,0,1,0,0,0,43,2,450951,23059
1,1,0,0,0,1,1,0,0,205,1,450951,39353
1,1,0,0,0,1,0,1,0,116,1,450951,36319
1,1,0,0,0,1,1,0,0,143,0,450951,17934
1,1,0,0,0,1,0,0,0,138,1,450951,38719
0,0,0,0,0,1,1,1,0,100,1,450951,21706
0,0,0,0,0,1,1,0,0,122,0,450951,25508
1,1,0,0,0,1,1,0,0,129,1,450951,88124
0,0,0,0,0,1,1,0,0,70,0,450951,17565
0,0,0,0,0,1,1,0,0,72,1,450951,21530
0,0,0,0,0,1,1,0,0,101,0,450951,16400
0,0,0,0,0,1,1,1,0,104,0,450951,14393
0,0,0,0,0,1,1,0,0,86,0,450951,12708
0,0,0,0,0,1,1,0,0,64,1,450951,16203
0,0,0,0,0,1,1,0,0,44,0,450951,15387
0,0,0,0,0,1,1,0,0,61,1,450951,18080
0,0,0,0,0,1,1,0,0,51,0,450951,37760
0,0,0,0,0,1,1,0,0,57,1,450951,16957
1,1,0,0,0,1,1,0,0,162,1,450951,29788
0,0,0,0,0,1,1,0,0,83,1,450951,12770
0,0,0,0,0,1,1,0,0,91,1,450951,13214
0,0,0,0,0,1,1,0,0,101,0,450951,17524
0,0,0,0,0,1,1,1,0,71,0,450951,11142
0,0,0,0,0,1,1,0,0,92,1,450951,41114
0,0,0,0,0,1,1,0,0,105,0,450951,12311
0,0,0,0,0,1,1,1,0,113,0,450951,13458
0,0,0,0,0,1,1,1,0,68,0,450951,11950
0,0,0,0,0,1,1,1,0,157,0,450951,25742
0,0,0,0,0,1,1,0,0,85,1,450951,20271
0,0,0,0,0,1,1,0,0,55,2,450951,19084
0,0,0,0,0,1,2,0,0,134,0,450951,14350
1,1,0,0,0,1,1,0,0,59,1,450951,81850
0,0,0,0,0,1,1,0,0,46,2,450951,30388
0,0,0,0,0,1,1,0,0,71,2,450951,19067
0,0,0,0,0,1,1,5,0,214,0,450951,28773
0,0,0,0,0,1,1,0,0,73,1,450951,39244
0,0,0,0,0,1,2,1,0,77,0,450951,14526
0,0,0,0,0,1,0,2,0,113,1,450951,23285
0,0,0,0,0,1,1,1,0,113,0,450951,16064
0,0,0,0,0,1,1,0,0,88,1,450951,71469
0,0,0,0,0,1,1,0,0,71,1,450951,36601
0,0,0,0,0,1,1,0,0,64,0,450951,17735
1,1,0,0,0,1,0,0,0,168,1,450951,18899
0,0,0,0,0,1,1,1,0,128,1,450951,176219
0,0,0,0,0,1,0,1,0,99,1,450951,19781
0,0,0,0,0,1,2,2,0,149,1,450951,27157
1,1,0,0,0,1,1,0,0,162,0,450951,18518
0,0,0,0,0,1,2,1,0,108,0,450951,14320
1,1,0,0,0,1,1,0,0,121,0,450951,13432
0,0,0,0,0,1,1,1,1,243,1,450951,88440
0,0,0,0,0,1,0,1,0,114,0,450951,14208
1,1,0,0,0,1,0,0,0,104,1,450951,34202
1,1,0,0,0,1,1,0,1,125,0,450951,32409
0,0,0,0,0,1,1,1,1,172,1,450951,15635
0,0,0,0,0,1,0,0,2,131,0,450951,25736
1,1,0,0,0,1,0,0,0,221,1,450951,32501
0,0,0,0,0,1,0,1,1,64,1,450951,5498
0,0,0,0,0,1,0,1,1,63,1,450951,2737
0,0,0,0,0,1,0,0,1,49,1,450951,21473
0,0,0,0,0,1,0,0,1,49,1,450951,25936
0,0,0,0,0,1,0,0,1,61,1,450951,19399
0,0,0,0,0,1,0,1,1,61,1,450951,13561
1,1,0,0,0,1,0,0,0,101,1,450951,61569
0,0,0,0,0,1,0,0,0,178,1,450951,28940
1,1,0,0,0,1,0,3,0,265,1,450951,45720
0,0,0,0,0,1,1,1,0,297,1,450951,164470
0,0,0,0,0,1,0,0,0,69,1,450951,31782
0,0,0,0,0,1,0,0,0,31,2,450951,21889
1,1,0,0,0,1,1,0,0,121,1,450951,32109
1,1,0,0,0,1,1,0,0,73,0,450951,13023
0,0,0,0,0,1,1,1,0,100,1,450951,25608
0,0,0,0,0,1,1,0,0,51,0,450951,18455
0,0,0,0,0,1,1,2,0,98,1,450951,82731
1,1,0,0,0,1,0,0,0,124,1,450951,21264
0,0,0,0,0,1,1,1,0,79,1,450951,61741
1,1,0,0,0,1,1,3,0,148,1,450951,15542
0,0,0,0,0,1,1,0,0,133,0,450951,15218
1,1,0,0,0,1,1,0,0,64,1,450951,41870
0,0,0,0,0,1,1,1,0,58,1,450951,42062
1,1,0,0,0,1,1,0,1,176,1,450951,83718
0,0,0,0,0,1,1,0,0,102,1,450951,20280
0,0,0,0,0,1,1,0,0,75,1,450951,15711
0,0,0,0,0,1,1,0,0,46,0,450951,18419
1,1,0,0,0,1,1,0,0,138,1,450951,23949
1,1,0,0,0,1,1,0,0,86,1,450951,16673
